ID,name,Dbpedia_URL
C0020604,Hypochondriasis,http://dbpedia.org/resource/Hypochondriasis
C3887605,Nightmare_disorder,http://dbpedia.org/resource/Nightmare_disorder
C0033138,Primary_hypersomnia,http://dbpedia.org/resource/Hypersomnia
C0027819,Neuroblastoma,http://dbpedia.org/resource/Neuroblastoma_RAS_viral_oncogene_homolog
C0686346,Gender_dysphoria,http://dbpedia.org/resource/Gender_dysphoria_in_children
C0153676,Metastatic_Lung_cancer,http://dbpedia.org/resource/Metastatic_breast_cancer
C1261473,Sarcoma_,http://dbpedia.org/resource/Sarcoma_botryoides
C0014089,Encopresis,http://dbpedia.org/resource/Encopresis
C0677886,Ovarian_epithelial_cancer,http://dbpedia.org/resource/Ovarian_cancer
C0037930,Spinal_cancer,http://dbpedia.org/resource/Cancer
C0338767,Barbiturate_dependence,http://dbpedia.org/resource/Barbiturate_dependence
C0751428,Peripheral_nerve_cancer,http://dbpedia.org/resource/Nerve_cancer
C0236804,Amphetamine_dependence,http://dbpedia.org/resource/Amphetamine_dependence
C0027412,Opioid-related_disorder,http://dbpedia.org/resource/Opioid_addiction_and_dependence
C0153405,Pharyngeal_cancer,http://dbpedia.org/resource/Pharyngeal_consonant
C0936223,Metastatic_Prostate_cancer,http://dbpedia.org/resource/Prostate_cancer
C0683416,Depersonalization_disorder,http://dbpedia.org/resource/Depersonalization_disorder
C0008479,Chondrosarcoma,http://dbpedia.org/resource/Chondrosarcoma
C0014859,Esophageal_cancer,http://dbpedia.org/resource/Esophageal_cancer
C0233693,Pseudologia_fantastica,http://dbpedia.org/resource/Pathological_lying
C0233754,Derealization,http://dbpedia.org/resource/Derealization
C0010598,Cyclothymia,http://dbpedia.org/resource/Cyclothymia
C0001418,Adenocarcinoma,http://dbpedia.org/resource/Adenocarcinoma_in_situ_of_the_lung
C0235974,Pancreatic_cancer,http://dbpedia.org/resource/Pancreatic_cancer
C0024630,Malingering,http://dbpedia.org/resource/Malingering_of_posttraumatic_stress_disorder
C0263236,autosensitisation_dermatitis,http://dbpedia.org/resource/Dermatitis
C0016057,Fibrosarcoma,http://dbpedia.org/resource/Fibrosarcoma
C0005119,Bereavement,http://dbpedia.org/resource/Bereavement_benefit
C0234507,Anosognosia,http://dbpedia.org/resource/Anosognosia
C0206692,Infiltrating_lobular_carcinoma_(ILC)_,http://dbpedia.org/resource/Lobular_carcinoma
C0205246,General,http://dbpedia.org/resource/General_Teaching_Council_for_England
C0019681,Histrionic_personality_disorder,http://dbpedia.org/resource/Histrionic_personality_disorder
C0278678,Metastatic_Kidney_cancer,http://dbpedia.org/resource/Kidney_cancer
C0220620,Gastrointestinal_carcinoid_cancer,http://dbpedia.org/resource/Carcinoid_cancer
C0391976,Pain_disorder,http://dbpedia.org/resource/Pain_disorder
C0149925,Small_cell_lung_cancer_(SCLC),http://dbpedia.org/resource/Non-small-cell_lung_carcinoma
C0154286,Blood_Loss_Anemia,http://dbpedia.org/resource/Fetal-maternal_haemorrhage
C0236788,Bipolar_II_disorder,http://dbpedia.org/resource/Bipolar_II_disorder
C0005779,Coagulopathy,http://dbpedia.org/resource/Coagulopathy
C0006142,Breast_cancer,http://dbpedia.org/resource/Breast_cancer_activist
C0037672,Sleepwalking_disorder,http://dbpedia.org/resource/Sleepwalking
C0476254,Dyslexia,http://dbpedia.org/resource/Dyslexia_support_in_the_United_States
C0004444,Avoidant_personality_disorder,http://dbpedia.org/resource/Avoidant_personality_disorder
C0334384,Infiltrating_ductal_carcinoma_(IDC)_,http://dbpedia.org/resource/Ductal_carcinoma
C0085762,Alcohol_abuse,http://dbpedia.org/resource/Alcohol_abuse
C0036220,Kaposi_sarcoma,http://dbpedia.org/resource/Kaposi's_sarcoma
C0259783,Mixed_gliomas,http://dbpedia.org/resource/Glioma
C0033975,Psychosis,http://dbpedia.org/resource/Psychosis
C0338768,Benzodiazepine_dependence,http://dbpedia.org/resource/Benzodiazepine_dependence
C0338113,Sarcoma_uterine,http://dbpedia.org/resource/Uterine_sarcoma
C0242379,Lung_cancer,http://dbpedia.org/resource/Lung_cancer_susceptibility_3
C0025286,Meningioma,http://dbpedia.org/resource/Meningioma
C0338113,Uterine_sarcoma,http://dbpedia.org/resource/Uterine_sarcoma
C0153690,Metastatic_Bone_cancer,http://dbpedia.org/resource/Metastatic_breast_cancer
C0026773,Dissociative_identity_disorder,http://dbpedia.org/resource/Dissociative_identity_disorder
C0026948,Mycosis_Fungoides,http://dbpedia.org/resource/Mycosis_fungoides
C0028945,Oligodendroglioma,http://dbpedia.org/resource/Oligodendroglioma
C0278828,Metastatic_Bladder_cancer,http://dbpedia.org/resource/Bladder_cancer
C0030567,Parkinson's_Disease,http://dbpedia.org/resource/Parkinson's_disease
C0349231,Phobic_disorder,http://dbpedia.org/resource/Phobia
C0023443,Hairy_cell_leukemia,http://dbpedia.org/resource/Hairy_cell_leukemia
C0003477,Separation_anxiety_disorder,http://dbpedia.org/resource/Separation_anxiety_disorder
C0349208,Manic_episode,http://dbpedia.org/resource/Manic
C0023418,Leukemia,http://dbpedia.org/resource/Leukemia_&_Lymphoma
C0031572,Social_phobia,http://dbpedia.org/resource/Social_anxiety_disorder
C3840121,Avoidant/restrictive_food_intake_disorder,http://dbpedia.org/resource/Avoidant/restrictive_food_intake_disorder
C0038506,Stuttering,http://dbpedia.org/resource/Stuttering_in_popular_culture
C0014544,Epilepsy,http://dbpedia.org/resource/Epilepsy_Foundation_of_Florida_University
C0206698,Cholangiocarcinoma,http://dbpedia.org/resource/Cholangiocarcinoma
C0231857,murmurs_vesicular,http://dbpedia.org/resource/Continuous_murmurs
C0267994,Fluid_and_Electrolyte_Disorders,http://dbpedia.org/resource/Electrolyte
C0596170,Binge_eating_disorder,http://dbpedia.org/resource/Binge_eating_disorder
C0020681,Ondine's_curse,http://dbpedia.org/resource/Ondine's_curse
C0024623,Stomach_cancer,http://dbpedia.org/resource/Stomach_cancer
C0040953,Trichotillomania,http://dbpedia.org/resource/Trichotillomania
C0280803,Primary_central_nervous_system_(CNS)_lymphoma,http://dbpedia.org/resource/Primary_central_nervous_system_lymphoma
C1276146,Cutaneous_lymphoma,http://dbpedia.org/resource/Cutaneous_lymphoma
C0233681,Grandiose_delusions,http://dbpedia.org/resource/Grandiose_delusions
C0546835,Intrahepatic_bile_duct_cancer,http://dbpedia.org/resource/Bile_duct
C0030920,Peptic_Ulcer_Disease,http://dbpedia.org/resource/Peptic_ulcer
C0007131,Non-small_cell_lung_cancer_(NSCLC),http://dbpedia.org/resource/Non-small-cell_lung_carcinoma
C0026785,Munchausen's_syndrome,http://dbpedia.org/resource/Munchausen_syndrome_by_proxy
C0153425,Small_intestine_cancer,http://dbpedia.org/resource/Small_intestine_cancer
C0024299,Lymphoma,http://dbpedia.org/resource/Lymphomatoid_papulosis
C0028047,Nicotine_withdrawal,http://dbpedia.org/resource/Nicotine_withdrawal
C0005684,Bladder_cancer,http://dbpedia.org/resource/Bladder_cancer
C0280785,Low-grade_astrocytoma,http://dbpedia.org/resource/Low-grade_astrocytoma
C0030508,Parasomnia,http://dbpedia.org/resource/Parasomnia
C0853193,Bipolar_I_disorder,http://dbpedia.org/resource/Bipolar_I_disorder
C0031941,Pineoblastoma,http://dbpedia.org/resource/Pinealoblastoma
C0086335,Ganser_syndrome,http://dbpedia.org/resource/Ganser_syndrome
C0042075,renal,http://dbpedia.org/resource/Renal_agenesis
C0041696,Major_depressive_disorder,http://dbpedia.org/resource/Major_depressive_disorder
C0031941,Pineal_region_tumor,http://dbpedia.org/resource/Pinealoma
C0853879,Invasive/infiltrating_breast_cancer_,http://dbpedia.org/resource/Breast_cancer
C0740828,AIDS/HIV,http://dbpedia.org/resource/HIV/AIDS
C0220630,Liver_cancer,http://dbpedia.org/resource/Liver_cancer
C0018799,cardiac_disorders,http://dbpedia.org/resource/Vein_disorders
C3649214,Enuresis_(not_due_to_a_general_medical_condition),http://dbpedia.org/resource/Disease
C0153452,Gallbladder_cancer,http://dbpedia.org/resource/Gallbladder_cancer
C0003123,Anorexia_nervosa,http://dbpedia.org/resource/Anorexia_nervosa
C0038273,Stereotypic_movement_disorder,http://dbpedia.org/resource/Stereotypic_movement_disorder
C0205645,Tubular_carcinoma,http://dbpedia.org/resource/Tubular
C0236713,Caffeine-induced_sleep_disorder,http://dbpedia.org/resource/Caffeine-induced_sleep_disorder
C0020443,hipercolesterolemia,http://dbpedia.org/resource/Hypercholesterolemia
C0497156,adenopathy,http://dbpedia.org/resource/Lymphadenopathy
C4237450,Transvestic_disorder,http://dbpedia.org/resource/Transvestism
C0006009,Borderline_intellectual_functioning,http://dbpedia.org/resource/Borderline_intellectual_functioning
C0037930,Spinal_tumor_,http://dbpedia.org/resource/Spinal_tumor
C1153706,Uterine_adenocarcinoma,http://dbpedia.org/resource/Uterine_serous_carcinoma
C0236818,Selective_mutism,http://dbpedia.org/resource/Selective_mutism
C2267227,Bulimia_nervosa,http://dbpedia.org/resource/Bulimia_nervosa
C0349464,Korsakoff's_syndrome,http://dbpedia.org/resource/Korsakoff's_syndrome
C0023449,Acute_lymphocytic_leukemia_(ALL),http://dbpedia.org/resource/Acute_lymphoblastic_leukemia
C0025149,Medulloblastoma,http://dbpedia.org/resource/Medulloblastoma
C0346627,Bowel_cancer,http://dbpedia.org/resource/Colorectal_cancer
C0023467,Acute_myelogenous_leukemia_(AML),http://dbpedia.org/resource/Acute_myeloid_leukemia
C0948627,Lymph_node_cancer,http://dbpedia.org/resource/Lymph_node
C0009946,Hysteria,http://dbpedia.org/resource/Hysteria_(Anna_Abreu_song)
C0153453,Extrahepatic_bile_duct_cancer,http://dbpedia.org/resource/Klatskin_tumor
C0153381,Mouth_cancer,http://dbpedia.org/resource/Mouth_to_mouth
C0220650,Metastatic_brain_cancer,http://dbpedia.org/resource/Metastatic_breast_cancer
C0153382,Oropharyngeal_cancer,http://dbpedia.org/resource/Oropharyngeal_cancer
C1996927,Benzodiazepine_misuse,http://dbpedia.org/resource/Benzodiazepine_misuse
C3534577,Sinus_cancer,http://dbpedia.org/resource/Sine
C0011849,diabete_mellitus,http://dbpedia.org/resource/Santé_Diabète
C0520675,Minor_depressive_disorder,http://dbpedia.org/resource/Minor_depressive_disorder
C0153381,Oral_cancer,http://dbpedia.org/resource/Oral_cancer
C0740457,Kidney_cancer,http://dbpedia.org/resource/Kidney_cancer
C0007113,Rectal_cancer,http://dbpedia.org/resource/Rectal_examination
C0009460,Communication_disorder,http://dbpedia.org/resource/Communication_disorder
C0014474,Ependymoma,http://dbpedia.org/resource/Ependymoma
C0153392,Nasopharyngeal_cancer,http://dbpedia.org/resource/Nasopharyngeal_angiofibroma
C0033038,Premature_ejaculation,http://dbpedia.org/resource/Premature_ejaculation
C0346627,Intestinal_Cancer,http://dbpedia.org/resource/Intestinal_cancer_in_cats_and_dogs
C0270526,Partialism,http://dbpedia.org/resource/Partialism
C0007095,Carcinoid_tumors,http://dbpedia.org/resource/Carcinoid_syndrome
C0524528,Pervasive_developmental_disorder_not_otherwise_specified (PDD-NOS),http://dbpedia.org/resource/Pervasive_developmental_disorder_not_otherwise_specified
C0525045,Mood_disorder,http://dbpedia.org/resource/Mood_disorder
C0009176,Cocaine_intoxication,http://dbpedia.org/resource/Cocaine_intoxication
C0153594,Testicular_cancer,http://dbpedia.org/resource/Testicular_cancer
C0036363,Schizotypal_personality_disorder,http://dbpedia.org/resource/Schizotypal_personality_disorder
C0236801,Specific_phobia,http://dbpedia.org/resource/Specific_phobia
C0001546,Adjustment_disorder,http://dbpedia.org/resource/Adjustment_disorder
C0030193,dolor,http://dbpedia.org/resource/Pain
C0031873,Pica_(disorder),http://dbpedia.org/resource/Pica_(disorder)
C0035508,rhonchi,http://dbpedia.org/resource/Rhonchi
C0023269,Leiomyosarcoma,http://dbpedia.org/resource/Leiomyosarcoma
C2062728,Benzodiazepine_withdrawal,http://dbpedia.org/resource/Benzodiazepine_withdrawal_syndrome
C0302369,Alcoholic_hallucinosis,http://dbpedia.org/resource/Alcoholic_hallucinosis
C3258293,Valvular_Disease,http://dbpedia.org/resource/Valvular_heart_disease
C0279563,Lobular_carcinoma_in_situ,http://dbpedia.org/resource/Lobular_carcinoma_in_situ
C0153579,Fallopian_tube_cancer_,http://dbpedia.org/resource/Fallopian_tube_cancer
C0001818,Agoraphobia,http://dbpedia.org/resource/Agoraphobia
C0877792,Circadian_rhythm_sleep_disorder,http://dbpedia.org/resource/Circadian_rhythm_sleep_disorder
C0153567,Uterine_cancer,http://dbpedia.org/resource/Uterine_cancer
C0728864,Nasal_cavity_cancer_,http://dbpedia.org/resource/Nasal_cavity
C0280785,Diffuse_astrocytoma_,http://dbpedia.org/resource/Fibrillary_astrocytoma
C0236816,Acute_stress_disorder,http://dbpedia.org/resource/Acute_stress_reaction
C0153633,Brain_cancer,http://dbpedia.org/resource/Accelerate_Brain_Cancer_Cure
C0025202,Melanoma,http://dbpedia.org/resource/Melanoma
C0009402,Colorectal_cancer,http://dbpedia.org/resource/Colorectal_cancer
C0021122,Kleptomania,http://dbpedia.org/resource/Kleptomania
C0005586,Bipolar_disorder,http://dbpedia.org/resource/Bipolar_disorder
C0029463,Osteosarcoma,http://dbpedia.org/resource/Osteosarcoma
C0033958,Brief_psychotic_disorder,http://dbpedia.org/resource/Brief_psychotic_disorder
C0030319,Panic_disorder,http://dbpedia.org/resource/Panic_disorder
C0030662,Pathological_gambling,http://dbpedia.org/resource/Problem_gambling
C0238033,Male_breast_cancer,http://dbpedia.org/resource/Male_breast_cancer
C1411876,Mathematics_disorder,http://dbpedia.org/resource/Dyscalculia
C0153619,Ureteral_cancer,http://dbpedia.org/resource/Ureteral_cancer
C0010200,cough,http://dbpedia.org/resource/Cough
C0024623,Gastric_cancer_,http://dbpedia.org/resource/Stomach_cancer
C0003910,Phonological_disorder,http://dbpedia.org/resource/Zero_(linguistics)
C1535926,Neurodevelopmental_disorder,http://dbpedia.org/resource/Neurodevelopmental_disorder
C0017638,Glioma_,http://dbpedia.org/resource/Glioma
C0013604,edema,http://dbpedia.org/resource/Edemar_Antônio_Picoli
C0236720,Hallucinogen_persisting_perception_disorder,http://dbpedia.org/resource/Hallucinogen_persisting_perception_disorder
C2347761,Myelodysplastic_Syndrome,http://dbpedia.org/resource/Myelodysplastic_syndrome
C0750887,Adrenal_cancer,http://dbpedia.org/resource/Epinephrine
C0205944,Epithelioid_sarcoma,http://dbpedia.org/resource/Epithelioid_sarcoma
C0278600,Brain_stem_glioma,http://dbpedia.org/resource/Brainstem_glioma
C2348819,Triple-negative_breast_cancer,http://dbpedia.org/resource/Triple-negative_breast_cancer
C0033975,Psychotic_disorder,http://dbpedia.org/resource/Psychosis
C0685938,Gastrointestinal_cancer,http://dbpedia.org/resource/Gastrointestinal_cancer
C0037320,Sleep_terror_disorder,http://dbpedia.org/resource/Sleep_disorder
C0236969,Substance-related_disorder,http://dbpedia.org/resource/Substance-related_disorder
C1384606,Dispareunia,http://dbpedia.org/resource/Dyspareunia
C0860472,Adolescent_antisocial_behavior,http://dbpedia.org/resource/Normal_Adolescent_Behavior
C0031212,Personality_disorder,http://dbpedia.org/resource/Personality_disorder_not_otherwise_specified
C0153446,Anal_cancer,http://dbpedia.org/resource/Anal_cancer
C0015480,Factitious_disorder,http://dbpedia.org/resource/Factitious_disorder
C0023895,Liver_Disease,http://dbpedia.org/resource/Liver_disease
C0751255,Jaw_cancer,http://dbpedia.org/resource/Jaw
C0278883,Metastatic_melanoma,http://dbpedia.org/resource/Melanoma
C0278601,Inflammatory_breast_cancer_(IBC),http://dbpedia.org/resource/Inflammatory_breast_cancer
C0085096,Peripheral_Vascular_Disease,http://dbpedia.org/resource/Vascular_disease
C0700101,Urethral_cancer,http://dbpedia.org/resource/Urethral_cancer
C0025500,Mesothelioma,http://dbpedia.org/resource/Mesothelioma
C0009595,Obsessive-compulsive_personality_disorder (OCPD),http://dbpedia.org/resource/Obsessive–compulsive_personality_disorder
C0270549,Generalized_anxiety_disorder,http://dbpedia.org/resource/Generalized_anxiety_disorder
C0036913,Sexual_sadism_disorder,http://dbpedia.org/resource/Sexual_sadism_disorder
C0375071,Vulvar_cancer,http://dbpedia.org/resource/Vulvar_cancer
C0015269,Exhibitionism,http://dbpedia.org/resource/Exhibitionism
C0236663,Alcohol_withdrawal,http://dbpedia.org/resource/Alcohol_withdrawal_syndrome
C0740339,Throat_cancer,http://dbpedia.org/resource/Laryngeal_cancer
C0003469,Anxiety_disorder,http://dbpedia.org/resource/Anxiety_disorder
C0018802,Congestive_Heart_Failure,http://dbpedia.org/resource/Heart_failure
C0280483,Anaplastic_astrocytoma,http://dbpedia.org/resource/Anaplastic_astrocytoma
C0004352,Autism,http://dbpedia.org/resource/Autism_Research_Institute
C1328479,Islet_cell_cancer,http://dbpedia.org/resource/Cancer_cell
C0028754,Obesity,http://dbpedia.org/resource/Obesity_in_France
C0686347,Tardive_dyskinesia,http://dbpedia.org/resource/Tardive_dyskinesia
C0013404,dyspnea,http://dbpedia.org/resource/Dyspnea
C0153687,Metastatic_skin_cancer,http://dbpedia.org/resource/Metastatic_breast_cancer
C0346976,Metastatic_Pancreas_cancer,http://dbpedia.org/resource/Metastatic_breast_cancer
